,skeleton_id,treenode_id,parent_node_id,confidence,x,y,z,radius,creator,last_edited,reviewers,tags
461,6195521,6195560,6195577,5,48968.7,66883.8,117900.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
462,6195521,6195559,6195560,5,49044.7,66956.0,117850.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
463,6195521,6195578,6195579,5,48847.1,66785.0,118000.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
464,6195521,6195577,6195578,5,48907.9,66834.4,117950.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
465,6195521,6195579,6195581,5,48641.9,66762.2,118050.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
466,6195521,6195582,6195594,5,48600.1,66728.0,118150.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
467,6195521,6195581,6195582,5,48621.0,66745.1,118100.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
468,6195521,6195595,6195611,5,48459.5,66488.6,118250.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
469,6195521,6195619,6195620,5,48284.7,66116.2,118500.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
470,6195521,6195618,6195619,5,48267.6,66148.5,118450.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
471,6195521,6196268,6195680,5,49363.6,68453.2,118500.0,-1.0,albert,2013-07-26 20:53:06+00:00,"['aref', 'akira']",[]
472,6195521,6196269,6196268,5,49389.9,68662.2,118550.0,-1.0,albert,2013-07-26 20:53:06+00:00,"['aref', 'akira']",[]
473,6195521,6195621,6195622,5,48261.9,66093.4,118600.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
474,6195521,6195620,6195621,5,48273.3,66104.8,118550.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
475,6195521,6196270,6196269,5,49448.8,68852.2,118600.0,-1.0,albert,2013-07-26 20:53:07+00:00,"['aref', 'akira']",[]
476,6195521,6196271,6196270,5,49507.7,69042.2,118650.0,-1.0,albert,2013-07-26 20:53:07+00:00,"['aref', 'akira']",[]
477,6195521,6195623,6195624,5,48231.5,66017.4,118700.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
478,6195521,6195622,6195623,5,48246.7,66055.4,118650.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
479,6195521,6196272,6196271,5,49552.3,69195.1,118700.0,-1.0,albert,2013-07-26 20:53:09+00:00,"['aref', 'akira']",[]
480,6195521,6196273,6196272,5,49597.0,69348.1,118750.0,-1.0,albert,2013-07-26 20:53:09+00:00,"['aref', 'akira']",[]
481,6195521,6196274,6196273,5,49641.6,69501.0,118800.0,-1.0,albert,2013-07-26 20:53:09+00:00,"['aref', 'akira']",[]
482,6195521,6196275,6196274,5,49686.3,69654.0,118850.0,-1.0,albert,2013-07-26 20:53:09+00:00,"['aref', 'akira']",[]
483,6195521,6195625,6195633,5,48041.5,65781.8,118800.0,-1.0,albert,2013-07-26 20:52:19+00:00,"['aref', 'akira']",[]
